地區,年,週,max_temp,min_temp,average_temp
臺北,2011,46,25.2,21.571428571428573,23.165786749482404
臺北,2011,47,23.357142857142858,19.557142857142857,21.59047619047619
臺北,2011,48,21.900000000000002,17.928571428571427,19.909523809523808
臺北,2011,49,20.614285714285717,16.185714285714287,18.241071428571423
臺北,2011,50,18.485714285714288,15.928571428571429,17.07797619047619
臺北,2011,51,16.7,14.414285714285715,15.564285714285717
臺北,2011,52,18.266666666666666,15.033333333333333,16.446527777777778
臺北,2012,1,17.5,14.766666666666666,15.905434782608694
臺北,2012,2,19.271428571428572,16.485714285714284,17.645238095238096
臺北,2012,3,19.25714285714286,15.099999999999998,16.886904761904763
臺北,2012,4,15.971428571428572,12.842857142857143,14.222619047619048
臺北,2012,5,18.02857142857143,13.87142857142857,15.780357142857143
臺北,2012,6,18.71428571428572,13.314285714285715,15.741666666666664
臺北,2012,7,18.071428571428573,14.342857142857143,16.090812629399583
臺北,2012,8,20.757142857142856,15.285714285714283,17.748623658949743
臺北,2012,9,20.914285714285715,14.657142857142857,17.151785714285715
臺北,2012,10,18.75714285714286,14.35714285714286,16.328571428571426
臺北,2012,11,21.957142857142856,16.071428571428573,18.655952380952378
臺北,2012,12,21.685714285714287,14.514285714285714,18.011309523809523
臺北,2012,13,24.11428571428571,18.414285714285715,21.014880952380945
臺北,2012,14,23.785714285714285,18.342857142857145,20.832738095238092
臺北,2012,15,27.771428571428572,21.728571428571424,24.333928571428572
臺北,2012,16,25.657142857142855,20.2,22.572619047619046
臺北,2012,17,28.385714285714283,20.62857142857143,23.624404761904763
臺北,2012,18,28.97142857142857,21.728571428571428,25.22202380952381
臺北,2012,19,29.485714285714288,22.357142857142858,26.040476190476195
臺北,2012,20,29.2,23.285714285714285,25.98988095238095
臺北,2012,21,28.62857142857143,23.314285714285713,25.597619047619048
臺北,2012,22,27.728571428571424,24.157142857142862,25.639285714285712
臺北,2012,23,31.47142857142857,26.314285714285713,28.66666666666666
臺北,2012,24,29.58571428571429,24.314285714285713,26.99047619047619
臺北,2012,25,30.38571428571429,25.042857142857144,27.10357142857143
臺北,2012,26,33.07142857142857,26.685714285714287,29.372023809523814
臺北,2012,27,33.42857142857143,27.27142857142857,30.310119047619047
臺北,2012,28,35.714285714285715,28.785714285714285,31.59554865424431
臺北,2012,29,33.957142857142856,28.128571428571433,30.795238095238094
臺北,2012,30,33.228571428571435,27.97142857142857,30.220833333333328
臺北,2012,31,30.642857142857142,26.571428571428573,28.32559523809524
臺北,2012,32,34.1,26.614285714285717,29.665476190476188
臺北,2012,33,33.642857142857146,27.157142857142855,30.057738095238097
臺北,2012,34,32.24285714285715,27.257142857142856,29.57023809523809
臺北,2012,35,32.44285714285714,26.38571428571429,29.08095238095238
臺北,2012,36,33.471428571428575,27.17142857142857,30.06904761904762
臺北,2012,37,30.95714285714286,25.928571428571427,28.142261904761906
臺北,2012,38,28.900000000000002,23.5,26.026190476190468
臺北,2012,39,27.099999999999998,23.242857142857144,25.440476190476197
臺北,2012,40,26.885714285714283,21.557142857142857,24.13690476190476
臺北,2012,41,26.02857142857143,21.67142857142857,23.936309523809523
臺北,2012,42,26.37142857142857,21.414285714285715,23.678571428571423
臺北,2012,43,28.042857142857144,23.471428571428568,25.479166666666668
臺北,2012,44,24.571428571428566,21.0,22.707738095238096
臺北,2012,45,25.47142857142857,20.214285714285715,22.625
臺北,2012,46,23.75714285714286,19.285714285714285,21.37261904761905
臺北,2012,47,24.38571428571429,19.4,21.653726708074533
臺北,2012,48,20.900000000000002,17.214285714285715,18.837500000000002
臺北,2012,49,19.557142857142857,16.38571428571429,17.97142857142857
臺北,2012,50,22.328571428571426,16.928571428571427,19.236904761904764
臺北,2012,51,20.371428571428574,14.799999999999999,17.435714285714283
臺北,2012,52,20.785714285714285,15.671428571428573,18.272619047619045
臺北,2013,1,18.25,14.66666666666667,16.313888888888886
臺北,2013,2,18.414285714285715,15.385714285714286,16.94697204968944
臺北,2013,3,19.428571428571427,12.957142857142857,16.248214285714287
臺北,2013,4,20.385714285714283,16.014285714285716,17.846428571428568
臺北,2013,5,21.96666666666667,15.5,18.843750000000004
臺北,2013,6,20.97142857142857,15.657142857142857,18.492261904761904
臺北,2013,7,20.82857142857143,15.87142857142857,18.167261904761908
臺北,2013,8,20.75714285714286,15.971428571428572,18.225672877846794
臺北,2013,9,21.366666666666664,15.799999999999999,18.320833333333333
臺北,2013,10,24.385714285714283,15.2,19.56488095238095
臺北,2013,11,23.142857142857142,16.599999999999998,19.56964285714286
臺北,2013,12,26.514285714285716,19.67142857142857,23.124301242236026
臺北,2013,13,21.066666666666666,17.500000000000004,19.081944444444446
臺北,2013,14,22.757142857142856,17.499999999999996,19.92184265010352
臺北,2013,15,20.457142857142856,16.32857142857143,18.473809523809525
臺北,2013,16,25.885714285714283,19.45714285714286,22.87919254658385
臺北,2013,17,25.014285714285712,19.7,22.42142857142857
臺北,2013,18,24.633333333333336,19.71666666666667,22.157175925925923
臺北,2013,19,28.314285714285713,23.928571428571427,25.46547619047619
臺北,2013,20,29.58571428571429,24.142857142857142,26.434006211180126
臺北,2013,21,29.414285714285715,24.685714285714283,26.653519668737058
臺北,2013,22,34.333333333333336,26.95,29.98888888888889
臺北,2013,23,31.4,25.457142857142856,28.174999999999994
臺北,2013,24,31.014285714285712,25.714285714285715,27.92797619047619
臺北,2013,25,33.67142857142858,27.328571428571426,30.114880952380954
臺北,2013,26,34.333333333333336,28.150000000000006,30.956944444444446
臺北,2013,27,34.48571428571428,26.242857142857144,29.916071428571428
臺北,2013,28,33.34285714285714,26.12857142857143,29.331547619047623
臺北,2013,29,32.42857142857143,27.014285714285712,29.697976190476194
臺北,2013,30,33.81428571428571,27.542857142857144,30.29047619047619
臺北,2013,31,34.36666666666667,27.78333333333333,30.963556763285027
臺北,2013,32,34.871428571428574,28.400000000000002,31.441071428571433
臺北,2013,33,32.8,26.82857142857143,29.707660455486543
臺北,2013,34,32.2,26.028571428571432,28.52738095238095
臺北,2013,35,31.233333333333334,26.0,28.422916666666666
臺北,2013,36,30.599999999999998,24.485714285714288,27.416071428571428
臺北,2013,37,32.94285714285714,27.542857142857144,29.90892857142857
臺北,2013,38,29.814285714285717,26.428571428571434,28.102976190476188
臺北,2013,39,29.77142857142857,25.842857142857145,27.39285714285714
臺北,2013,40,26.75,23.933333333333334,25.21319444444445
臺北,2013,41,28.62857142857143,24.914285714285715,26.68988095238095
臺北,2013,42,26.599999999999998,22.27142857142857,24.160119047619048
臺北,2013,43,23.257142857142856,20.214285714285715,21.689285714285717
臺北,2013,44,27.333333333333332,22.183333333333334,24.729861111111106
臺北,2013,45,26.8,23.057142857142857,24.685714285714287
臺北,2013,46,22.842857142857145,19.099999999999998,20.887499999999996
臺北,2013,47,22.857142857142858,18.3,20.49047619047619
臺北,2013,48,19.35,14.933333333333335,17.150000000000002
臺北,2013,49,22.042857142857144,16.32857142857143,19.14821428571429
臺北,2013,50,19.74285714285714,16.685714285714287,18.28809523809524
臺北,2013,51,16.5,13.914285714285713,15.167261904761903
臺北,2013,52,15.214285714285714,12.457142857142857,13.860714285714286
臺北,2014,1,20.266666666666666,14.899999999999999,17.716666666666665
臺北,2014,2,20.142857142857142,14.928571428571429,17.247619047619047
臺北,2014,3,17.142857142857142,13.385714285714286,15.280357142857142
臺北,2014,4,18.7,12.057142857142859,15.29047619047619
臺北,2014,5,24.083333333333332,15.666666666666666,19.552083333333332
臺北,2014,6,19.099999999999998,15.114285714285714,16.861904761904764
臺北,2014,7,14.528571428571427,11.371428571428572,12.8
臺北,2014,8,19.357142857142858,13.314285714285713,16.120238095238097
臺北,2014,9,22.45,16.866666666666667,19.2125
臺北,2014,10,15.971428571428573,13.62857142857143,14.861309523809524
臺北,2014,11,19.54285714285714,15.214285714285717,17.14107142857143
臺北,2014,12,22.88571428571429,16.142857142857142,19.425595238095237
臺北,2014,13,27.414285714285715,21.228571428571428,24.094642857142855
臺北,2014,14,21.61666666666667,17.599999999999998,19.369202898550725
臺北,2014,15,26.514285714285712,19.95714285714286,22.88154761904762
臺北,2014,16,27.24285714285714,21.057142857142857,23.707738095238092
臺北,2014,17,25.32857142857143,20.814285714285717,22.80595238095238
臺北,2014,18,25.099999999999998,20.900000000000002,22.699305555555554
臺北,2014,19,25.671428571428574,20.02857142857143,22.669642857142854
臺北,2014,20,30.728571428571424,24.228571428571428,27.10238095238095
臺北,2014,21,27.914285714285715,22.528571428571432,25.08809523809524
臺北,2014,22,30.433333333333334,25.649999999999995,27.579861111111114
臺北,2014,23,29.75714285714286,24.5,26.84345238095238
臺北,2014,24,29.45714285714286,24.900000000000002,26.814880952380953
臺北,2014,25,32.728571428571435,26.657142857142855,28.9547619047619
臺北,2014,26,32.185714285714276,26.285714285714285,29.069642857142856
臺北,2014,27,34.5,27.733333333333334,30.96388888888889
臺北,2014,28,34.18571428571429,28.11428571428572,30.820238095238093
臺北,2014,29,34.01428571428571,28.342857142857145,30.92797619047619
臺北,2014,30,33.114285714285714,26.557142857142857,29.568452380952383
臺北,2014,31,34.61666666666667,28.400000000000002,30.80486111111111
臺北,2014,32,33.49999999999999,28.014285714285712,30.36488095238095
臺北,2014,33,33.6,27.414285714285715,29.98988095238095
臺北,2014,34,33.42857142857143,26.085714285714285,29.123214285714283
臺北,2014,35,34.29999999999999,27.55,30.821527777777778
臺北,2014,36,33.857142857142854,27.58571428571429,30.458333333333332
臺北,2014,37,33.24285714285714,27.685714285714283,30.05833333333333
臺北,2014,38,34.128571428571426,28.185714285714283,30.808928571428567
臺北,2014,39,30.37142857142857,25.457142857142856,27.361904761904757
臺北,2014,40,28.166666666666668,24.099999999999998,26.03958333333333
臺北,2014,41,26.328571428571426,22.87142857142857,24.68630952380952
臺北,2014,42,25.428571428571423,20.414285714285715,23.110119047619047
臺北,2014,43,28.085714285714285,22.75714285714286,25.32678571428571
臺北,2014,44,27.516666666666666,23.150000000000002,25.222222222222225
臺北,2014,45,23.842857142857145,20.014285714285712,21.870238095238097
臺北,2014,46,22.471428571428568,19.2,20.645238095238092
臺北,2014,47,24.542857142857144,19.671428571428574,22.076785714285716
臺北,2014,48,27.650000000000002,21.599999999999998,23.985416666666666
臺北,2014,49,20.17142857142857,14.857142857142858,17.34583333333333
臺北,2014,50,19.042857142857144,15.757142857142858,17.24642857142857
臺北,2014,51,17.45714285714286,13.842857142857142,15.489285714285714
臺北,2014,52,18.45714285714286,14.585714285714285,16.52559523809524
臺北,2015,1,18.316666666666666,12.216666666666663,15.156249999999998
臺北,2015,2,19.08571428571429,14.671428571428574,16.64047619047619
臺北,2015,3,18.442857142857143,15.157142857142857,16.879761904761903
臺北,2015,4,19.985714285714288,13.942857142857141,16.894642857142856
臺北,2015,5,18.114285714285717,14.842857142857143,16.46202710333145
臺北,2015,6,17.071428571428573,13.428571428571429,14.979736024844717
臺北,2015,7,19.45714285714286,12.928571428571429,16.16837474120083
臺北,2015,8,21.757142857142856,16.9,18.89761904761905
臺北,2015,9,21.47142857142857,16.4,18.413457556935818
臺北,2015,10,19.185714285714287,14.728571428571428,16.881469979296067
臺北,2015,11,20.185714285714287,14.471428571428572,17.02098861283644
臺北,2015,12,26.628571428571426,20.54285714285714,22.843993506493508
臺北,2015,13,20.27142857142857,15.157142857142857,17.84047619047619
臺北,2015,14,30.671428571428574,22.62857142857143,26.250724637681156
臺北,2015,15,20.585714285714285,16.414285714285715,18.60535714285714
臺北,2015,16,26.67142857142857,18.214285714285715,22.043348861283643
臺北,2015,17,25.27142857142857,19.814285714285713,22.470238095238095
臺北,2015,18,29.12857142857143,23.228571428571428,25.69702380952381
臺北,2015,19,26.871428571428574,21.728571428571428,24.091614906832298
臺北,2015,20,29.54285714285714,24.271428571428572,26.34101496329757
臺北,2015,21,28.128571428571426,24.028571428571432,25.94464285714286
臺北,2015,22,30.3,25.5,27.757945134575568
臺北,2015,23,31.928571428571423,25.94285714285714,28.569047619047616
臺北,2015,24,34.114285714285714,26.442857142857147,30.10825569358178
臺北,2015,25,33.6,27.499999999999996,30.340036231884053
臺北,2015,26,34.471428571428575,27.771428571428572,30.611904761904764
臺北,2015,27,34.371428571428574,29.042857142857144,31.486801242236023
臺北,2015,28,32.771428571428565,28.37142857142857,30.321868530020705
臺北,2015,29,33.4,27.04285714285714,30.17533643892339
臺北,2015,30,34.1,26.685714285714283,29.604761904761897
臺北,2015,31,34.15714285714286,26.014285714285712,29.381107660455484
臺北,2015,32,31.971428571428568,26.528571428571432,29.235843685300207
臺北,2015,33,33.785714285714285,26.342857142857145,29.325595238095243
臺北,2015,34,32.34285714285715,27.128571428571426,29.400336438923393
臺北,2015,35,29.714285714285715,25.128571428571433,26.97712954747116
臺北,2015,36,32.042857142857144,25.714285714285715,28.385119047619046
臺北,2015,37,29.414285714285715,24.27142857142857,26.707142857142856
臺北,2015,38,29.557142857142857,24.4,26.585274327122153
臺北,2015,39,29.485714285714284,24.942857142857143,27.086982401656314
臺北,2015,40,30.833333333333332,26.63333333333333,28.67659749670619
臺北,2015,41,27.41428571428571,24.04285714285714,25.53828816111425
臺北,2015,42,25.52857142857143,21.97142857142857,23.65947204968944
臺北,2015,43,26.314285714285717,23.328571428571426,24.886309523809523
臺北,2015,44,27.528571428571432,23.271428571428572,24.79997412008282
臺北,2015,45,28.357142857142854,23.228571428571428,25.50654761904762
臺北,2015,46,25.628571428571433,21.571428571428566,23.444513457556933
臺北,2015,47,28.671428571428574,23.185714285714283,25.626785714285713
臺北,2015,48,22.62857142857143,18.342857142857145,20.553373015873014
臺北,2015,49,21.971428571428568,18.185714285714283,20.00546066252588
臺北,2015,50,21.485714285714288,18.428571428571427,19.85595238095238
臺北,2015,51,19.157142857142855,15.542857142857144,17.39037267080745
臺北,2015,52,23.32857142857143,18.085714285714285,20.36170007528703
臺北,2015,53,18.928571428571427,16.45714285714286,17.658333333333335
臺北,2016,1,20.91428571428571,17.271428571428572,18.895833333333336
臺北,2016,2,17.742857142857144,14.628571428571428,16.311904761904763
臺北,2016,3,15.085714285714285,11.371428571428572,13.045160455486542
臺北,2016,4,17.599999999999998,13.971428571428572,15.97202380952381
臺北,2016,5,15.98571428571429,12.0,13.852380952380953
臺北,2016,6,24.185714285714287,13.514285714285716,18.746532091097315
臺北,2016,7,15.742857142857142,12.757142857142858,14.07345238095238
臺北,2016,8,17.428571428571427,13.814285714285715,15.386309523809526
臺北,2016,9,22.428571428571427,15.314285714285715,18.927380952380954
臺北,2016,10,20.11428571428571,14.942857142857145,17.198628364389236
臺北,2016,11,18.942857142857143,15.985714285714284,17.532065217391303
臺北,2016,12,15.625,12.55,14.087499999999999
臺北,2016,13,23.957142857142856,16.671428571428574,20.451785714285712
臺北,2016,14,28.32857142857143,21.400000000000002,23.96011904761905
臺北,2016,15,24.9,20.171428571428574,22.321428571428573
臺北,2016,16,28.24285714285714,21.428571428571427,24.542261904761904
臺北,2016,17,27.94285714285714,21.185714285714287,23.85595238095238
臺北,2016,18,31.97142857142857,24.485714285714284,27.728364389233953
臺北,2016,19,30.099999999999998,23.928571428571427,26.843167701863358
臺北,2016,20,27.057142857142857,21.8,23.922175631386153
臺北,2016,21,30.75714285714285,25.457142857142856,27.540595238095243
臺北,2016,22,33.871428571428574,27.228571428571428,30.085119047619052
臺北,2016,23,31.25714285714286,25.728571428571428,27.891666666666673
臺北,2016,24,32.8,25.428571428571427,28.884199134199132
臺北,2016,25,34.06666666666667,27.633333333333336,30.296135265700485
臺北,2016,26,34.3,26.928571428571427,30.13290316126451
臺北,2016,27,32.81428571428571,27.357142857142858,29.838483436853007
臺北,2016,28,34.27142857142857,27.357142857142854,30.164761904761907
臺北,2016,29,34.3,26.7,30.0599537037037
臺北,2016,30,34.785714285714285,28.400000000000002,31.30179388689114
臺北,2016,31,33.50000000000001,28.099999999999998,30.56175983436853
臺北,2016,32,32.971428571428575,27.52857142857143,30.003623188405793
臺北,2016,33,33.55714285714286,27.957142857142856,30.46014492753623
臺北,2016,34,33.34285714285714,27.342857142857138,30.10100561963916
臺北,2016,35,32.228571428571435,25.82857142857143,28.544654620741575
臺北,2016,36,31.200000000000006,26.057142857142853,28.283229813664597
臺北,2016,37,30.400000000000002,25.814285714285713,27.91377551020408
臺北,2016,38,28.714285714285715,24.728571428571428,26.51475155279503
臺北,2016,39,31.72857142857143,26.800000000000004,28.923322510822512
臺北,2016,40,29.64285714285714,25.371428571428567,27.12965838509317
臺北,2016,41,27.628571428571426,24.185714285714283,25.727096273291924
臺北,2016,42,31.4,27.042857142857144,28.751035196687376
臺北,2016,43,29.557142857142853,24.58571428571429,26.69356107660455
臺北,2016,44,25.200000000000003,20.8,22.875694444444445
臺北,2016,45,25.571428571428573,20.7,22.772193877551018
臺北,2016,46,28.128571428571426,22.642857142857142,24.942040076900327
臺北,2016,47,22.885714285714283,19.557142857142853,21.278623188405795
臺北,2016,48,22.97142857142857,19.885714285714283,21.375000000000004
臺北,2016,49,21.871428571428574,19.814285714285717,20.866058696205755
臺北,2016,50,21.285714285714285,16.357142857142854,18.851925770308124
臺北,2016,51,24.771428571428576,19.657142857142855,22.160119047619048
臺北,2016,52,21.085714285714285,16.67142857142857,18.85511904761905
臺北,2017,1,24.285714285714285,19.842857142857145,21.826190476190476
臺北,2017,2,18.51428571428571,16.02857142857143,17.18917748917749
臺北,2017,3,18.74285714285714,14.942857142857145,16.57019927536232
臺北,2017,4,19.528571428571432,14.742857142857146,16.97097338935574
臺北,2017,5,20.0,15.571428571428571,17.65526538678713
臺北,2017,6,16.1,13.285714285714286,14.514004447933019
臺北,2017,7,22.428571428571434,15.87142857142857,18.86866883116883
臺北,2017,8,19.0,14.114285714285714,16.346482683982682
臺北,2017,9,18.728571428571428,14.157142857142857,16.341951345755692
臺北,2017,10,19.133333333333333,16.133333333333333,17.370012626262625
臺北,2017,11,19.485714285714288,15.457142857142856,17.157142857142855
臺北,2017,12,21.285714285714285,16.0,18.430676835951772
臺北,2017,13,23.314285714285713,15.171428571428569,19.031547619047622
臺北,2017,14,27.157142857142855,19.400000000000002,23.15654761904762
臺北,2017,15,25.87142857142857,19.614285714285717,22.289001035196687
臺北,2017,16,26.08571428571429,21.0,23.679761904761904
臺北,2017,17,24.842857142857145,17.514285714285712,21.338690476190475
臺北,2017,18,28.228571428571428,22.742857142857144,25.304166666666674
臺北,2017,19,29.67142857142857,23.64285714285714,26.42678571428571
臺北,2017,20,26.257142857142856,21.900000000000002,24.20952380952381
臺北,2017,21,26.82857142857143,22.62857142857143,24.703571428571426
臺北,2017,22,29.557142857142857,24.542857142857144,26.44940476190476
臺北,2017,23,32.214285714285715,26.157142857142862,28.82261904761905
臺北,2017,24,27.314285714285713,23.17142857142857,24.841964285714287
臺北,2017,25,32.67142857142857,26.271428571428572,29.373524844720492
臺北,2017,26,33.61428571428571,26.771428571428572,29.630357142857143
臺北,2017,27,33.285714285714285,25.514285714285716,29.036309523809525
臺北,2017,28,33.67142857142857,27.17142857142857,30.199275362318847
臺北,2017,29,34.45714285714286,27.82857142857143,31.098809523809525
臺北,2017,30,33.357142857142854,28.02857142857143,30.389880952380953
臺北,2017,31,33.51428571428572,27.428571428571427,30.206320346320346
臺北,2017,32,35.21428571428572,29.257142857142856,31.750828157349893
臺北,2017,33,34.6,27.985714285714284,30.967167919799497
臺北,2017,34,33.614285714285714,27.442857142857143,30.265476190476186
臺北,2017,35,30.500000000000004,26.528571428571432,28.38452380952381
臺北,2017,36,32.51428571428571,27.11428571428572,29.565476190476193
臺北,2017,37,30.800000000000004,25.642857142857142,28.10346790890269
臺北,2017,38,33.614285714285714,26.985714285714288,29.90025879917184
臺北,2017,39,33.642857142857146,27.714285714285715,30.23273809523809
臺北,2017,40,30.414285714285715,26.342857142857145,28.052380952380954
臺北,2017,41,29.22857142857143,25.857142857142858,27.483229813664593
臺北,2017,42,26.142857142857142,22.571428571428566,24.232608695652175
臺北,2017,43,23.942857142857147,20.02857142857143,22.047127329192552
臺北,2017,44,24.071428571428573,19.61428571428571,21.722619047619045
臺北,2017,45,26.45714285714286,22.200000000000006,24.20416666666667
臺北,2017,46,24.642857142857142,20.671428571428574,22.609886128364387
臺北,2017,47,20.599999999999998,17.942857142857143,19.16985930735931
臺北,2017,48,24.128571428571426,19.928571428571427,22.027380952380952
臺北,2017,49,18.471428571428568,15.214285714285714,16.750595238095237
臺北,2017,50,18.74285714285714,15.77142857142857,17.346376811594205
臺北,2017,51,19.514285714285712,15.299999999999999,17.366666666666667
臺北,2017,52,19.7,16.914285714285715,18.104761904761908
新北,2009,53,18.900000000000002,14.166666666666666,16.191666666666666
新北,2010,1,18.75714285714286,13.885714285714286,15.720238095238097
新北,2010,2,17.785714285714285,11.314285714285715,14.432738095238095
新北,2010,3,22.585714285714285,14.928571428571429,18.504761904761903
新北,2010,4,22.099999999999998,15.471428571428572,18.40833333333333
新北,2010,5,20.071428571428573,16.057142857142857,17.64404761904762
新北,2010,6,23.58571428571429,14.757142857142856,18.422619047619044
新北,2010,7,14.685714285714287,10.942857142857145,12.5875
新北,2010,8,25.999999999999996,16.5,20.738690476190477
新北,2010,9,25.62857142857143,18.38571428571429,21.574999999999996
新北,2010,10,20.214285714285715,12.657142857142857,16.261309523809523
新北,2010,11,24.928571428571427,16.785714285714285,20.422023809523807
新北,2010,12,23.61428571428571,16.5,19.542261904761908
新北,2010,13,24.72857142857143,16.9,20.366071428571427
新北,2010,14,22.528571428571432,16.62857142857143,19.340476190476192
