時間,地區,average_humidity
2010-03-25,大直,75.25
2010-03-26,大直,54.95833333333334
2010-03-27,大直,66.45833333333333
2010-03-28,大直,66.75
2010-03-29,大直,59.125
2010-03-30,大直,59.625
2010-03-31,大直,64.54166666666667
2010-04-01,大直,71.41666666666667
2010-04-02,大直,82.45833333333333
2010-04-03,大直,91.91666666666669
2010-04-04,大直,92.20833333333331
2010-04-05,大直,86.70833333333331
2010-04-06,大直,92.875
2010-04-07,大直,73.79166666666667
2010-04-08,大直,86.20833333333331
2010-04-09,大直,86.16666666666669
2010-04-10,大直,81.83333333333333
2010-04-11,大直,84.54166666666667
2010-04-12,大直,75.58333333333333
2010-04-13,大直,85.70833333333333
2010-04-14,大直,82.25
2010-04-15,大直,82.625
2010-04-16,大直,80.5
2010-04-17,大直,71.45833333333333
2010-04-18,大直,91.79166666666669
2010-04-19,大直,76.5
2010-04-20,大直,78.54166666666667
2010-04-21,大直,74.29166666666667
2010-04-22,大直,80.25
2010-04-23,大直,78.33333333333333
2010-04-24,大直,63.70833333333334
2010-04-25,大直,67.45833333333333
2010-04-26,大直,74.95833333333333
2010-04-27,大直,76.66666666666667
2010-04-28,大直,74.70833333333333
2010-04-29,大直,69.75
2010-04-30,大直,47.04166666666666
2010-05-01,大直,55.91666666666666
2010-05-02,大直,65.08333333333333
2010-05-03,大直,66.83333333333333
2010-05-04,大直,62.29166666666666
2010-05-05,大直,67.875
2010-05-06,大直,90.5
2010-05-07,大直,92.625
2010-05-08,大直,84.5
2010-05-09,大直,89.625
2010-05-10,大直,88.91666666666669
2010-05-11,大直,80.875
2010-05-12,大直,70.79166666666667
2010-05-13,大直,78.375
2010-05-14,大直,90.29166666666669
2010-05-15,大直,87.04166666666669
2010-05-16,大直,83.0
2010-05-17,大直,82.875
2010-05-18,大直,76.16666666666667
2010-05-19,大直,71.0
2010-05-20,大直,78.25
2010-05-21,大直,77.75
2010-05-22,大直,69.41666666666667
2010-05-23,大直,88.20833333333331
2010-05-24,大直,69.16666666666667
2010-05-25,大直,62.25
2010-05-26,大直,59.875
2010-05-27,大直,71.33333333333333
2010-05-28,大直,79.66666666666667
2010-05-29,大直,94.20833333333331
2010-05-30,大直,91.79166666666669
2010-05-31,大直,72.375
2010-06-01,大直,74.29166666666667
2010-06-02,大直,82.75
2010-06-03,大直,89.25
2010-06-04,大直,83.375
2010-06-05,大直,93.66666666666669
2010-06-06,大直,89.79166666666669
2010-06-07,大直,77.29166666666667
2010-06-08,大直,74.08333333333333
2010-06-09,大直,75.625
2010-06-10,大直,88.16666666666669
2010-06-11,大直,93.70833333333331
2010-06-12,大直,94.66666666666669
2010-06-13,大直,97.45833333333331
2010-06-14,大直,95.16666666666669
2010-06-15,大直,91.41666666666669
2010-06-16,大直,84.04166666666667
2010-06-17,大直,80.625
2010-06-18,大直,70.33333333333333
2010-06-19,大直,70.875
2010-06-20,大直,71.04166666666667
2010-06-21,大直,81.875
2010-06-22,大直,84.125
2010-06-23,大直,86.25
2010-06-24,大直,81.375
2010-06-25,大直,87.375
2010-06-26,大直,82.20833333333333
2010-06-27,大直,86.41666666666669
2010-06-28,大直,82.375
2010-06-29,大直,87.16666666666669
2010-06-30,大直,78.625
2010-07-01,大直,79.5
2010-07-02,大直,73.33333333333333
2010-07-03,大直,59.70833333333334
2010-07-04,大直,63.91666666666666
2010-07-05,大直,65.25
2010-07-06,大直,59.75
2010-07-07,大直,63.08333333333334
2010-07-08,大直,66.95833333333333
2010-07-09,大直,69.08333333333333
2010-07-10,大直,70.25
2010-07-11,大直,70.70833333333333
2010-07-12,大直,75.70833333333333
2010-07-13,大直,78.79166666666667
2010-07-14,大直,71.5
2010-07-15,大直,73.375
2010-07-16,大直,67.125
2010-07-17,大直,64.54166666666667
2010-07-18,大直,67.66666666666667
2010-07-19,大直,69.70833333333333
2010-07-20,大直,73.91666666666667
2010-07-21,大直,67.91666666666667
2010-07-22,大直,61.79166666666666
2010-07-23,大直,70.33333333333333
2010-07-24,大直,80.45833333333333
2010-07-25,大直,70.25
2010-07-26,大直,71.20833333333333
2010-07-27,大直,76.54166666666667
2010-07-28,大直,74.45833333333333
2010-07-29,大直,71.91666666666667
2010-07-30,大直,80.25
2010-07-31,大直,75.625
2010-08-01,大直,75.79166666666667
2010-08-02,大直,68.70833333333333
2010-08-03,大直,68.91666666666667
2010-08-04,大直,69.25
2010-08-05,大直,69.33333333333333
2010-08-06,大直,73.29166666666667
2010-08-07,大直,81.75
2010-08-08,大直,82.79166666666667
2010-08-09,大直,81.375
2010-08-10,大直,69.41666666666667
2010-08-11,大直,77.33333333333333
2010-08-12,大直,83.625
2010-08-13,大直,75.20833333333333
2010-08-14,大直,79.08333333333333
2010-08-15,大直,75.16666666666667
2010-08-16,大直,81.875
2010-08-17,大直,70.41666666666667
2010-08-18,大直,70.54166666666667
2010-08-19,大直,64.29166666666667
2010-08-20,大直,72.33333333333333
2010-08-21,大直,72.83333333333333
2010-08-22,大直,67.16666666666667
2010-08-23,大直,69.20833333333333
2010-08-24,大直,68.79166666666667
2010-08-25,大直,66.875
2010-08-26,大直,65.08333333333333
2010-08-27,大直,66.91666666666667
2010-08-28,大直,69.375
2010-08-29,大直,73.5
2010-08-30,大直,91.91666666666669
2010-08-31,大直,96.25
2010-09-01,大直,78.875
2010-09-02,大直,67.25
2010-09-03,大直,61.54166666666666
2010-09-04,大直,68.5
2010-09-05,大直,78.54166666666667
2010-09-06,大直,74.29166666666667
2010-09-07,大直,75.66666666666667
2010-09-08,大直,65.41666666666667
2010-09-09,大直,68.125
2010-09-10,大直,75.29166666666667
2010-09-11,大直,80.41666666666667
2010-09-12,大直,74.66666666666667
2010-09-13,大直,68.75
2010-09-14,大直,74.0
2010-09-15,大直,75.08333333333333
2010-09-16,大直,74.29166666666667
2010-09-17,大直,71.41666666666667
2010-09-18,大直,76.79166666666667
2010-09-19,大直,75.41666666666667
2010-09-20,大直,69.08333333333333
2010-09-21,大直,70.25
2010-09-22,大直,64.70833333333333
2010-09-23,大直,80.91666666666667
2010-09-24,大直,88.16666666666669
2010-09-25,大直,74.83333333333333
2010-09-26,大直,69.58333333333333
2010-09-27,大直,73.25
2010-09-28,大直,71.41666666666667
2010-09-29,大直,77.79166666666667
2010-09-30,大直,86.20833333333331
2010-10-01,大直,81.08333333333333
2010-10-02,大直,69.375
2010-10-03,大直,77.16666666666667
2010-10-04,大直,65.45833333333333
2010-10-05,大直,67.5
2010-10-06,大直,69.20833333333333
2010-10-07,大直,72.45833333333333
2010-10-08,大直,84.5
2010-10-09,大直,82.83333333333333
2010-10-10,大直,86.375
2010-10-11,大直,81.95833333333333
2010-10-12,大直,80.625
2010-10-13,大直,81.33333333333333
2010-10-14,大直,82.83333333333333
2010-10-15,大直,79.83333333333333
2010-10-16,大直,82.66666666666667
2010-10-17,大直,74.0
2010-10-18,大直,83.83333333333333
2010-10-19,大直,89.70833333333331
2010-10-20,大直,92.08333333333331
2010-10-21,大直,86.66666666666669
2010-10-22,大直,86.41666666666669
2010-10-23,大直,75.625
2010-10-24,大直,83.08333333333333
2010-10-25,大直,82.33333333333333
2010-10-26,大直,77.875
2010-10-27,大直,81.0
2010-10-28,大直,81.16666666666667
2010-10-29,大直,69.45833333333333
2010-10-30,大直,85.83333333333333
2010-10-31,大直,67.08333333333333
2010-11-01,大直,60.625
2010-11-02,大直,64.08333333333333
2010-11-03,大直,73.04166666666667
2010-11-04,大直,87.20833333333331
2010-11-05,大直,83.54166666666667
2010-11-06,大直,88.91666666666669
2010-11-07,大直,86.79166666666669
2010-11-08,大直,66.375
2010-11-09,大直,62.5
2010-11-10,大直,60.20833333333334
2010-11-11,大直,58.66666666666666
2010-11-12,大直,62.29166666666666
2010-11-13,大直,85.83333333333333
2010-11-14,大直,79.45833333333333
2010-11-15,大直,84.5
2010-11-16,大直,89.375
2010-11-17,大直,88.25
2010-11-18,大直,87.41666666666669
2010-11-19,大直,87.08333333333331
2010-11-20,大直,89.125
2010-11-21,大直,84.125
2010-11-22,大直,81.45833333333333
2010-11-23,大直,78.41666666666667
2010-11-24,大直,69.25
2010-11-25,大直,84.29166666666667
2010-11-26,大直,60.79166666666666
2010-11-27,大直,62.41666666666666
2010-11-28,大直,65.29166666666667
2010-11-29,大直,76.54166666666667
2010-11-30,大直,81.5
2010-12-01,大直,80.58333333333333
2010-12-02,大直,78.66666666666667
2010-12-03,大直,64.54166666666667
2010-12-04,大直,65.25
2010-12-05,大直,73.375
2010-12-06,大直,69.79166666666667
2010-12-07,大直,65.75
2010-12-08,大直,60.75
2010-12-09,大直,58.25
2010-12-10,大直,65.625
2010-12-11,大直,75.75
2010-12-12,大直,70.66666666666667
2010-12-13,大直,77.875
2010-12-14,大直,81.0
2010-12-15,大直,88.04166666666669
2010-12-16,大直,83.75
2010-12-17,大直,64.75
2010-12-18,大直,59.91666666666666
2010-12-19,大直,72.08333333333333
2010-12-20,大直,78.58333333333333
2010-12-21,大直,79.91666666666667
2010-12-22,大直,61.16666666666666
2010-12-23,大直,59.5
2010-12-24,大直,78.75
2010-12-25,大直,87.83333333333331
2010-12-26,大直,69.875
2010-12-27,大直,67.875
2010-12-28,大直,60.5
2010-12-29,大直,55.41666666666666
2010-12-30,大直,70.20833333333333
2011-01-01,大直,59.29166666666666
2011-01-02,大直,66.25
2011-01-03,大直,83.125
2011-01-04,大直,82.75
2011-01-05,大直,83.79166666666667
2011-01-06,大直,78.125
2011-01-07,大直,83.66666666666667
2011-01-08,大直,87.83333333333331
2011-01-09,大直,81.41666666666667
2011-01-10,大直,90.70833333333331
2011-01-11,大直,86.54166666666669
2011-01-12,大直,87.58333333333331
2011-01-13,大直,84.70833333333333
2011-01-14,大直,88.25
2011-01-15,大直,74.16666666666667
2011-01-16,大直,73.79166666666667
2011-01-17,大直,77.70833333333333
2011-01-18,大直,80.375
2011-01-19,大直,82.91666666666667
2011-01-20,大直,86.20833333333331
2011-01-21,大直,81.875
2011-01-22,大直,70.79166666666667
2011-01-23,大直,84.29166666666667
2011-01-24,大直,78.41666666666667
2011-01-25,大直,87.125
2011-01-26,大直,85.75
2011-01-27,大直,87.875
2011-01-28,大直,85.33333333333333
2011-01-29,大直,78.20833333333333
2011-01-30,大直,76.33333333333333
2011-01-31,大直,73.29166666666667
2011-02-01,大直,77.0
2011-02-02,大直,90.83333333333331
2011-02-03,大直,80.875
2011-02-04,大直,80.375
2011-02-05,大直,68.20833333333333
2011-02-06,大直,67.375
2011-02-07,大直,62.375
2011-02-08,大直,63.0
2011-02-09,大直,81.0
2011-02-10,大直,86.25
2011-02-11,大直,73.5
2011-02-12,大直,70.58333333333333
2011-02-13,大直,84.125
2011-02-14,大直,77.625
2011-02-15,大直,81.79166666666667
2011-02-16,大直,82.70833333333333
2011-02-17,大直,86.5
2011-02-18,大直,84.66666666666667
2011-02-19,大直,95.375
2011-02-20,大直,95.04166666666669
2011-02-21,大直,76.875
2011-02-22,大直,72.91666666666667
2011-02-23,大直,72.58333333333333
2011-02-24,大直,87.125
2011-02-25,大直,79.75
2011-02-26,大直,65.45833333333333
2011-02-27,大直,70.875
2011-02-28,大直,82.375
2011-03-01,大直,85.29166666666667
2011-03-02,大直,81.25
2011-03-03,大直,78.83333333333333
2011-03-04,大直,77.58333333333333
2011-03-05,大直,72.58333333333333
2011-03-06,大直,82.16666666666667
2011-03-07,大直,70.66666666666667
2011-03-08,大直,57.66666666666666
2011-03-09,大直,67.33333333333333
2011-03-10,大直,87.58333333333331
2011-03-11,大直,91.45833333333331
2011-03-12,大直,93.5
2011-03-13,大直,80.0
2011-03-14,大直,77.0
2011-03-15,大直,75.875
2011-03-16,大直,57.75
2011-03-17,大直,50.79166666666666
2011-03-18,大直,61.95833333333334
2011-03-19,大直,80.66666666666667
2011-03-20,大直,77.79166666666667
2011-03-21,大直,86.0
2011-03-22,大直,76.5
2011-03-23,大直,72.91666666666667
2011-03-24,大直,76.91666666666667
2011-03-25,大直,68.91666666666667
2011-03-26,大直,85.875
2011-03-27,大直,88.95833333333331
2011-03-28,大直,80.75
2011-03-29,大直,59.0
2011-03-30,大直,58.20833333333334
2011-03-31,大直,61.83333333333334
2011-04-01,大直,62.0
2011-04-02,大直,65.75
2011-04-03,大直,73.95833333333333
2011-04-04,大直,82.75
2011-04-05,大直,66.125
2011-04-06,大直,70.16666666666667
2011-04-07,大直,77.41666666666667
2011-04-08,大直,78.79166666666667
2011-04-09,大直,83.16666666666667
2011-04-10,大直,82.45833333333333
2011-04-11,大直,81.08333333333333
2011-04-12,大直,62.83333333333334
2011-04-13,大直,73.125
2011-04-14,大直,75.625
2011-04-15,大直,71.82608695652173
2011-04-16,大直,84.29166666666667
2011-04-17,大直,92.25
2011-04-18,大直,75.54166666666667
2011-04-19,大直,58.0
2011-04-20,大直,54.08333333333334
2011-04-21,大直,61.08333333333334
2011-04-22,大直,78.08333333333333
2011-04-23,大直,67.70833333333333
2011-04-24,大直,30.809523809523807
2011-04-25,大直,51.125
2011-04-26,大直,64.95833333333333
2011-04-27,大直,64.125
2011-04-28,大直,68.04166666666667
2011-04-29,大直,71.83333333333333
2011-04-30,大直,79.54166666666667
2011-05-01,大直,83.04166666666667
2011-05-02,大直,90.54166666666669
2011-05-03,大直,86.0
2011-05-04,大直,86.29166666666669
2011-05-05,大直,90.875
2011-05-06,大直,87.125
2011-05-07,大直,80.5
2011-05-08,大直,72.875
2011-05-09,大直,69.875
2011-05-10,大直,67.58333333333333
2011-05-11,大直,64.66666666666667
2011-05-12,大直,83.41666666666667
2011-05-13,大直,87.0
2011-05-14,大直,90.45833333333331
2011-05-15,大直,93.33333333333331
2011-05-16,大直,97.83333333333331
2011-05-17,大直,89.75
2011-05-18,大直,69.5
2011-05-19,大直,73.66666666666667
2011-05-20,大直,79.08333333333333
2011-05-21,大直,77.0
2011-05-22,大直,78.125
2011-05-23,大直,85.83333333333333
2011-05-24,大直,87.54166666666669
2011-05-25,大直,84.79166666666667
2011-05-26,大直,81.0
2011-05-27,大直,86.5
2011-05-28,大直,89.04166666666669
2011-05-29,大直,72.79166666666667
2011-05-30,大直,67.54166666666667
2011-05-31,大直,70.54166666666667
2011-06-01,大直,80.33333333333333
2011-06-02,大直,87.25
2011-06-03,大直,86.45833333333331
2011-06-04,大直,79.04166666666667
2011-06-05,大直,71.875
2011-06-06,大直,68.66666666666667
2011-06-07,大直,64.54166666666667
2011-06-08,大直,65.54166666666667
2011-06-09,大直,78.29166666666667
2011-06-10,大直,84.875
2011-06-11,大直,83.33333333333333
2011-06-12,大直,75.95833333333333
2011-06-13,大直,77.20833333333333
2011-06-14,大直,71.58333333333333
2011-06-15,大直,69.16666666666667
2011-06-16,大直,72.875
2011-06-17,大直,72.79166666666667
2011-06-18,大直,73.20833333333333
2011-06-19,大直,69.91666666666667
2011-06-20,大直,66.58333333333333
2011-06-21,大直,69.375
2011-06-22,大直,65.45833333333333
2011-06-23,大直,62.625
2011-06-24,大直,78.5
2011-06-25,大直,80.625
2011-06-26,大直,78.875
2011-06-27,大直,78.08333333333333
2011-06-28,大直,82.95833333333333
2011-06-29,大直,86.375
2011-06-30,大直,76.29166666666667
2011-07-01,大直,74.16666666666667
2011-07-02,大直,76.04166666666667
2011-07-03,大直,74.375
2011-07-04,大直,74.16666666666667
2011-07-05,大直,71.33333333333333
2011-07-06,大直,72.79166666666667
2011-07-07,大直,72.5
2011-07-08,大直,65.95833333333333
2011-07-09,大直,75.91666666666667
2011-07-10,大直,78.58333333333333
2011-07-11,大直,70.95833333333333
2011-07-12,大直,68.29166666666667
2011-07-13,大直,83.16666666666667
2011-07-14,大直,77.95833333333333
2011-07-15,大直,86.58333333333331
2011-07-16,大直,84.58333333333333
2011-07-17,大直,84.41666666666667
2011-07-18,大直,81.79166666666667
2011-07-19,大直,73.16666666666667
2011-07-20,大直,67.04166666666667
2011-07-21,大直,70.5
2011-07-22,大直,74.375
2011-07-23,大直,68.41666666666667
2011-07-24,大直,67.375
2011-07-25,大直,73.54166666666667
2011-07-26,大直,78.54166666666667
2011-07-27,大直,63.04166666666666
2011-07-28,大直,62.45833333333334
2011-07-29,大直,68.20833333333333
2011-07-30,大直,70.375
2011-07-31,大直,67.66666666666667
2011-08-01,大直,65.375
2011-08-02,大直,65.75
2011-08-03,大直,68.66666666666667
2011-08-04,大直,68.83333333333333
2011-08-05,大直,83.04166666666667
2011-08-06,大直,70.375
2011-08-07,大直,74.70833333333333
2011-08-08,大直,81.58333333333333
2011-08-09,大直,79.58333333333333
2011-08-10,大直,80.91666666666667
2011-08-11,大直,77.79166666666667
2011-08-12,大直,78.33333333333333
2011-08-13,大直,80.75
2011-08-14,大直,83.04166666666667
2011-08-15,大直,76.95833333333333
2011-08-16,大直,73.875
2011-08-17,大直,69.33333333333333
2011-08-18,大直,69.70833333333333
2011-08-19,大直,64.70833333333333
2011-08-20,大直,67.41666666666667
2011-08-21,大直,74.95833333333333
2011-08-22,大直,73.0
2011-08-23,大直,72.625
2011-08-24,大直,70.91666666666667
2011-08-25,大直,72.25
2011-08-26,大直,79.91666666666667
2011-08-27,大直,75.0
2011-08-28,大直,80.16666666666667
2011-08-29,大直,78.16666666666667
2011-08-30,大直,75.0
2011-08-31,大直,76.66666666666667
2011-09-01,大直,74.20833333333333
2011-09-02,大直,78.875
2011-09-03,大直,74.29166666666667
2011-09-04,大直,72.91666666666667
2011-09-05,大直,69.5
2011-09-06,大直,68.45833333333333
2011-09-07,大直,61.83333333333334
2011-09-08,大直,67.33333333333333
2011-09-09,大直,70.375
2011-09-10,大直,69.45833333333333
2011-09-11,大直,75.0
2011-09-12,大直,78.58333333333333
2011-09-13,大直,78.95833333333333
2011-09-14,大直,83.16666666666667
2011-09-15,大直,75.25
2011-09-16,大直,71.875
2011-09-17,大直,68.125
2011-09-18,大直,72.0
2011-09-19,大直,71.20833333333333
2011-09-20,大直,72.125
2011-09-21,大直,69.41666666666667
2011-09-22,大直,63.33333333333334
2011-09-23,大直,68.16666666666667
2011-09-24,大直,74.79166666666667
2011-09-25,大直,71.79166666666667
2011-09-26,大直,81.95833333333333
2011-09-27,大直,77.58333333333333
2011-09-28,大直,70.25
2011-09-29,大直,71.79166666666667
2011-09-30,大直,82.58333333333333
2011-10-01,大直,83.16666666666667
2011-10-02,大直,77.75
2011-10-03,大直,85.41666666666667
2011-10-04,大直,94.29166666666669
2011-10-05,大直,86.29166666666669
2011-10-06,大直,81.41666666666667
2011-10-07,大直,77.54166666666667
2011-10-08,大直,79.875
2011-10-09,大直,79.66666666666667
2011-10-10,大直,76.54166666666667
2011-10-11,大直,76.16666666666667
2011-10-12,大直,80.875
2011-10-13,大直,83.45833333333333
2011-10-14,大直,83.45833333333333
2011-10-15,大直,82.375
2011-10-16,大直,64.66666666666667
2011-10-17,大直,63.33333333333334
2011-10-18,大直,62.95833333333334
2011-10-19,大直,66.66666666666667
2011-10-20,大直,90.91666666666669
2011-10-21,大直,88.79166666666669
2011-10-22,大直,74.16666666666667
2011-10-23,大直,75.25
2011-10-24,大直,78.5
2011-10-25,大直,81.375
2011-10-26,大直,75.625
2011-10-27,大直,75.95833333333333
2011-10-28,大直,77.04166666666667
2011-10-29,大直,75.0
2011-10-30,大直,73.875
2011-10-31,大直,77.875
2011-11-01,大直,87.79166666666669
2011-11-02,大直,77.25
2011-11-03,大直,79.625
2011-11-04,大直,72.66666666666667
2011-11-05,大直,75.70833333333333
2011-11-06,大直,85.125
2011-11-07,大直,89.17391304347827
2011-11-08,大直,89.875
2011-11-09,大直,90.2608695652174
2011-11-10,大直,94.83333333333331
2011-11-11,大直,91.91666666666669
2011-11-12,大直,90.33333333333331
2011-11-13,大直,90.45833333333331
2011-11-14,大直,84.95833333333333
2011-11-15,大直,84.54166666666667
2011-11-16,大直,79.375
2011-11-17,大直,78.375
2011-11-18,大直,87.78260869565219
2011-11-19,大直,92.21739130434784
2011-11-20,大直,67.625
2011-11-21,大直,61.375
2011-11-22,大直,65.29166666666667
2011-11-23,大直,78.45833333333333
2011-11-24,大直,59.0
2011-11-25,大直,63.33333333333334
2011-11-26,大直,64.25
2011-11-27,大直,73.70833333333333
2011-11-28,大直,79.54166666666667
2011-11-29,大直,88.45833333333331
2011-11-30,大直,86.25
2011-12-01,大直,74.5
2011-12-02,大直,84.16666666666667
2011-12-03,大直,62.875
2011-12-04,大直,62.41666666666666
2011-12-05,大直,89.54166666666669
2011-12-06,大直,88.66666666666669
2011-12-07,大直,83.04166666666667
2011-12-08,大直,80.45833333333333
2011-12-09,大直,82.375
2011-12-10,大直,83.33333333333333
2011-12-11,大直,87.5
2011-12-12,大直,89.29166666666669
2011-12-13,大直,88.20833333333331
2011-12-14,大直,93.08333333333331
2011-12-15,大直,82.625
2011-12-16,大直,76.0
2011-12-17,大直,75.54166666666667
2011-12-18,大直,73.08333333333333
2011-12-19,大直,88.33333333333331
2011-12-20,大直,88.125
2011-12-21,大直,93.95833333333331
2011-12-22,大直,82.83333333333333
2011-12-23,大直,87.58333333333331
2011-12-24,大直,59.375
2011-12-25,大直,57.375
2011-12-26,大直,71.25
2011-12-27,大直,84.25
2011-12-28,大直,81.375
2011-12-29,大直,82.79166666666667
2011-12-30,大直,86.41666666666669
2012-01-01,大直,74.58333333333333
2012-01-02,大直,66.04166666666667
2012-01-03,大直,79.55
2012-01-05,大直,90.83333333333331
2012-01-06,大直,96.43478260869566
2012-01-07,大直,88.54166666666669
2012-01-08,大直,91.33333333333331
2012-01-09,大直,86.75
2012-01-10,大直,74.79166666666667
2012-01-11,大直,71.33333333333333
2012-01-12,大直,79.91666666666667
2012-01-13,大直,87.70833333333331
2012-01-14,大直,90.0
2012-01-15,大直,92.75
2012-01-16,大直,89.375
2012-01-17,大直,71.95833333333333
2012-01-18,大直,74.54166666666667
2012-01-19,大直,82.375
2012-01-20,大直,81.66666666666667
2012-01-21,大直,86.625
2012-01-22,大直,86.04166666666669
2012-01-23,大直,88.04166666666669
2012-01-24,大直,92.83333333333331
2012-01-25,大直,80.83333333333333
2012-01-26,大直,86.41666666666669
2012-01-27,大直,87.20833333333331
2012-01-28,大直,85.875
2012-01-29,大直,90.16666666666669
2012-01-30,大直,80.875
2012-01-31,大直,83.70833333333333
2012-02-01,大直,86.16666666666669
2012-02-02,大直,83.625
2012-02-03,大直,93.83333333333331
2012-02-04,大直,86.66666666666669
2012-02-05,大直,84.66666666666667
2012-02-06,大直,79.79166666666667
2012-02-07,大直,80.66666666666667
2012-02-08,大直,81.66666666666667
2012-02-09,大直,88.16666666666669
2012-02-10,大直,94.25
2012-02-11,大直,85.5
2012-02-12,大直,80.91666666666667
2012-02-13,大直,77.33333333333333
2012-02-14,大直,87.20833333333331
2012-02-15,大直,92.2608695652174
2012-02-16,大直,84.16666666666667
2012-02-17,大直,80.375
2012-02-18,大直,77.125
2012-02-19,大直,78.95833333333333
2012-02-20,大直,76.18181818181819
2012-02-21,大直,79.29166666666667
2012-02-22,大直,78.66666666666667
2012-02-23,大直,97.2608695652174
2012-02-24,大直,97.5
2012-02-25,大直,88.625
2012-02-26,大直,86.45833333333331
2012-02-27,大直,90.66666666666669
2012-02-28,大直,94.95652173913044
2012-02-29,大直,84.83333333333333
2012-03-01,大直,86.70833333333331
2012-03-02,大直,89.75
2012-03-03,大直,89.29166666666669
2012-03-04,大直,89.29166666666669
2012-03-05,大直,84.70833333333333
2012-03-06,大直,82.125
2012-03-07,大直,93.25
2012-03-08,大直,97.0
2012-03-09,大直,88.20833333333331
2012-03-10,大直,82.79166666666667
2012-03-11,大直,75.91666666666667
2012-03-12,大直,86.66666666666669
2012-03-13,大直,96.70833333333331
2012-03-14,大直,99.91666666666669
2012-03-15,大直,94.0
2012-03-16,大直,83.16666666666667
2012-03-17,大直,84.29166666666667
2012-03-18,大直,88.20833333333331
2012-03-19,大直,88.625
2012-03-20,大直,89.95833333333331
2012-03-21,大直,81.54166666666667
2012-03-22,大直,79.125
2012-03-23,大直,77.45833333333333
2012-03-24,大直,63.04166666666666
2012-03-25,大直,52.5
2012-03-26,大直,48.375
2012-03-27,大直,54.29166666666666
2012-03-28,大直,51.66666666666666
2012-03-29,大直,54.83333333333334
2012-03-30,大直,62.45833333333334
2012-03-31,大直,64.91666666666667
2012-04-01,大直,56.83333333333334
2012-04-02,大直,65.25
2012-04-03,大直,71.29166666666667
2012-04-04,大直,60.58333333333334
2012-04-05,大直,94.70833333333331
2012-04-06,大直,77.875
2012-04-07,大直,64.41666666666667
2012-04-08,大直,70.75
2012-04-09,大直,88.45833333333331
2012-04-10,大直,79.79166666666667
2012-04-11,大直,84.33333333333333
2012-04-12,大直,76.91666666666667
2012-04-13,大直,72.54166666666667
2012-04-14,大直,87.54166666666669
2012-04-15,大直,89.04166666666669
2012-04-16,大直,93.25
2012-04-17,大直,79.875
2012-04-18,大直,88.83333333333331
2012-04-19,大直,90.91666666666669
2012-04-20,大直,88.54166666666669
2012-04-21,大直,85.33333333333333
2012-04-22,大直,81.91666666666667
